rows,cols,noise,error,expected mag
9,7,0.0166667,3.89436e-05,1389.39
9,7,0.0183333,6.33513e-05,1679.84
9,7,0.02,7.16398e-05,1290.9
9,7,0.0216667,5.26066e-05,1204.95
9,7,0.0233333,8.72563e-05,1203.32
9,7,0.025,6.10972e-05,1649.11
9,7,0.0266667,7.65092e-05,1331.34
9,7,0.0283333,6.61841e-05,940.54
9,7,0.03,6.96049e-05,1398.01
9,7,0.0316667,6.00508e-05,1296.3
9,7,0.0333333,9.36892e-05,1439.52
9,7,0.035,8.35302e-05,1243.01
9,7,0.0366667,7.72051e-05,881.664
9,7,0.0383333,7.82152e-05,1425.25
9,7,0.04,7.85941e-05,1105.79
9,7,0.0416667,0.000115321,859.221
9,7,0.0433333,0.00010178,1029.32
9,7,0.045,0.000154621,1400.14
9,7,0.0466667,0.00014466,1437.51
9,7,0.0483333,9.94293e-05,1001.25
9,7,0.05,9.43235e-05,995.352
9,7,0,0,1337.71
9,7,0.00166667,3.09521e-06,1163.25
9,7,0.00333333,8.9383e-06,1538.4
9,7,0.005,2.14832e-05,1699.88
9,7,0.00666667,1.74229e-05,1273.37
9,7,0.00833333,1.90925e-05,1926.53
9,7,0.01,0.000126224,1356.12
9,7,0.0116667,2.64997e-05,1537.56
9,7,0.0133333,3.78689e-05,1643.24
9,7,0.015,3.89585e-05,1566.73
9,7,0.0166667,3.77188e-05,1545.92
9,7,0.0183333,3.44469e-05,1827.32
9,7,0.02,7.14098e-05,1537.67
9,7,0.0216667,6.91342e-05,1671.91
9,7,0.0233333,5.01168e-05,1021.66
9,7,0.025,5.76335e-05,1290.4
9,7,0.0266667,9.2616e-05,1528.59
9,7,0.0283333,6.54544e-05,1604.22
9,7,0.03,5.78134e-05,1252.52
9,7,0.0316667,6.56496e-05,1168.91
9,7,0.0333333,0.000112242,993.44
9,7,0.035,0.000361974,1232.79
9,7,0.0366667,9.19032e-05,1679.88
9,7,0.0383333,6.03676e-05,1350.65
9,7,0.04,7.85573e-05,1061.8
9,7,0.0416667,8.20724e-05,810.786
9,7,0.0433333,0.000184275,1386.58
9,7,0.045,0.000201308,1319.46
9,7,0.0466667,9.84634e-05,1466.51
9,7,0.0483333,0.000162024,1745.17
9,7,0.05,0.00020696,1361.92
12,8,0,0,1535.88
12,8,0.00166667,2.96907e-06,1108.96
12,8,0.00333333,1.19864e-05,1811.66
12,8,0.005,1.13866e-05,1295.79
12,8,0.00666667,1.64726e-05,1400.55
12,8,0.00833333,2.28004e-05,2121.16
12,8,0.01,5.48733e-05,2053.7
12,8,0.0116667,2.84116e-05,1462.33
12,8,0.0133333,2.92225e-05,1303.45
12,8,0.015,3.34972e-05,1839.22
12,8,0.0166667,3.60735e-05,1270.86
12,8,0.0183333,3.73441e-05,1469.55
12,8,0.02,6.21033e-05,1413.96
12,8,0.0216667,7.67095e-05,1908.09
12,8,0.0233333,5.86357e-05,1589.11
12,8,0.025,5.94423e-05,1384.53
12,8,0.0266667,6.49267e-05,1011.35
12,8,0.0283333,5.46272e-05,1588.63
12,8,0.03,5.96626e-05,1321.93
12,8,0.0316667,0.000115645,1726.25
12,8,0.0333333,7.9353e-05,1364.84
12,8,0.035,6.65243e-05,1437.41
12,8,0.0366667,7.5204e-05,1691.31
12,8,0.0383333,0.000158927,1341.22
12,8,0.04,7.78223e-05,1550.82
12,8,0.0416667,8.23322e-05,1741.7
12,8,0.0433333,0.000130377,1168.44
12,8,0.045,0.000102526,1594.48
12,8,0.0466667,0.000109383,888.176
12,8,0.0483333,0.000175635,1784.92
12,8,0.05,0.000131765,1385.31
12,8,0,0,1476.65
12,8,0.00166667,2.71798e-06,1276.77
12,8,0.00333333,8.15598e-06,1354.09
12,8,0.005,1.27545e-05,1640.49
12,8,0.00666667,1.15878e-05,1363
12,8,0.00833333,3.4963e-05,1601.55
12,8,0.01,1.98866e-05,1410.7
12,8,0.0116667,2.89838e-05,1451.08
12,8,0.0133333,3.4428e-05,1745.4
12,8,0.015,3.19966e-05,1107.62
12,8,0.0166667,3.97998e-05,1608.11
12,8,0.0183333,4.61567e-05,1542.99
12,8,0.02,7.48003e-05,1331.85
12,8,0.0216667,6.09632e-05,1935.49
12,8,0.0233333,4.98964e-05,1403.46
12,8,0.025,7.39679e-05,1469.9
12,8,0.0266667,7.98805e-05,1607.86
12,8,0.0283333,0.000107658,1653.9
12,8,0.03,6.67122e-05,1979.61
12,8,0.0316667,0.000113253,1212.41
12,8,0.0333333,0.000105683,1720.81
12,8,0.035,7.86191e-05,1333.51
12,8,0.0366667,8.05694e-05,1195.36
12,8,0.0383333,7.5787e-05,1476.29
12,8,0.04,8.45781e-05,1782.39
12,8,0.0416667,8.97166e-05,1782.08
12,8,0.0433333,0.000151769,1454.67
12,8,0.045,0.000133824,1848.93
12,8,0.0466667,9.68982e-05,1353.78
12,8,0.0483333,0.000103109,867.031
12,8,0.05,0.000125028,1173.61
12,8,0,0,1462.59
12,8,0.00166667,4.78037e-06,1184.34
12,8,0.00333333,1.01638e-05,1649.66
12,8,0.005,1.12015e-05,1675.31
12,8,0.00666667,1.57343e-05,1235.9
12,8,0.00833333,2.31703e-05,1748.46
12,8,0.01,1.88124e-05,1257.92
12,8,0.0116667,2.30391e-05,1642.12
12,8,0.0133333,2.55e-05,1451.37
12,8,0.015,4.43309e-05,1855.37
12,8,0.0166667,3.4387e-05,1244.83
12,8,0.0183333,3.4075e-05,2131.18
12,8,0.02,6.41692e-05,2067.92
12,8,0.0216667,6.47833e-05,2013.39
12,8,0.0233333,7.45974e-05,2283.98
12,8,0.025,5.80271e-05,1269.95
12,8,0.0266667,5.6875e-05,1416.59
12,8,0.0283333,5.33528e-05,1622.43
12,8,0.03,8.27242e-05,1620.83
12,8,0.0316667,6.01269e-05,1176.72
12,8,0.0333333,6.66386e-05,1617.69
12,8,0.035,7.80033e-05,1296.22
12,8,0.0366667,0.000123004,1983.23
12,8,0.0383333,5.77823e-05,1169.13
12,8,0.04,9.88368e-05,1629.24
12,8,0.0416667,0.000139406,1610.41
12,8,0.0433333,0.000122885,1733.52
12,8,0.045,0.000124184,1656.99
12,8,0.0466667,9.23452e-05,1482.74
12,8,0.0483333,8.85696e-05,1834.21
12,8,0.05,0.000133133,1911.1
12,8,0,0,1525.93
12,8,0.00166667,3.85091e-06,1546.33
12,8,0.00333333,7.55187e-06,1467.5
12,8,0.005,1.76595e-05,1572.28
12,8,0.00666667,1.36494e-05,1675.53
12,8,0.00833333,2.88337e-05,1734.74
12,8,0.01,3.60552e-05,1900.02
12,8,0.0116667,2.61945e-05,1500.82
12,8,0.0133333,3.5142e-05,1356.82
12,8,0.015,3.07347e-05,1878.24
12,8,0.0166667,3.64698e-05,1763.85
12,8,0.0183333,4.72509e-05,1503.18
12,8,0.02,5.32767e-05,2067.17
12,8,0.0216667,4.26703e-05,1538.99
12,8,0.0233333,6.61118e-05,1453.5
12,8,0.025,6.90355e-05,1608.91
12,8,0.0266667,5.5403e-05,1006.73
12,8,0.0283333,6.1185e-05,1533
12,8,0.03,6.49707e-05,1571.99
12,8,0.0316667,9.42523e-05,1130.66
12,8,0.0333333,0.000109262,1382.35
12,8,0.035,9.8725e-05,1734.83
12,8,0.0366667,8.80115e-05,698.933
12,8,0.0383333,6.88448e-05,1588.98
12,8,0.04,0.000138423,1334.84
12,8,0.0416667,0.00011123,1750.87
12,8,0.0433333,0.00017769,1733.75
12,8,0.045,9.03084e-05,1540.75
12,8,0.0466667,9.46465e-05,1923.16
12,8,0.0483333,9.53176e-05,1407.36
12,8,0.05,8.55159e-05,1515.25
12,8,0,0,1052.6
12,8,0.00166667,4.05901e-06,1124.96
12,8,0.00333333,6.3437e-06,1239.59
12,8,0.005,1.29024e-05,2193
12,8,0.00666667,1.44643e-05,1670.88
12,8,0.00833333,1.65721e-05,1413.34
12,8,0.01,2.56038e-05,1212.44
12,8,0.0116667,3.6553e-05,1773.38
12,8,0.0133333,3.40304e-05,1724.02
12,8,0.015,3.63064e-05,784.582
12,8,0.0166667,2.99895e-05,949.93
12,8,0.0183333,2.6873e-05,1018.85
12,8,0.02,4.36553e-05,1322.79
12,8,0.0216667,6.14047e-05,1575.4
12,8,0.0233333,5.13321e-05,1047.51
12,8,0.025,0.000109828,1610.92
12,8,0.0266667,6.89036e-05,1700.75
12,8,0.0283333,8.553e-05,1449
12,8,0.03,0.000129609,1274.14
12,8,0.0316667,9.55179e-05,1506.75
12,8,0.0333333,9.26384e-05,1045.55
12,8,0.035,7.5875e-05,1421.97
12,8,0.0366667,7.24656e-05,1773.69
12,8,0.0383333,8.28405e-05,1958.98
12,8,0.04,0.000102785,1113.33
12,8,0.0416667,0.00010966,1752.7
12,8,0.0433333,0.000130448,1291.28
12,8,0.045,0.000115753,1558.63
12,8,0.0466667,0.000124618,1471.38
12,8,0.0483333,0.000110458,1599.41
12,8,0.05,0.000129915,1730.24
12,8,0,0,1590.27
12,8,0.00166667,3.79676e-06,1708.49
12,8,0.00333333,8.79769e-06,1982.87
12,8,0.005,1.24205e-05,1779
12,8,0.00666667,1.21007e-05,1435.47
12,8,0.00833333,2.56813e-05,1867.2
12,8,0.01,2.86439e-05,1594.14
12,8,0.0116667,2.86121e-05,1526.26
12,8,0.0133333,2.97071e-05,1636.32
12,8,0.015,3.84447e-05,1485.38
12,8,0.0166667,5.64047e-05,1370.59
12,8,0.0183333,3.70156e-05,1746.19
12,8,0.02,4.1491e-05,1215.32
12,8,0.0216667,5.82467e-05,1453.88
12,8,0.0233333,6.15446e-05,1077.86
12,8,0.025,7.15259e-05,1786.29
12,8,0.0266667,6.06617e-05,1656.53
12,8,0.0283333,9.43342e-05,1329.22
12,8,0.03,6.18831e-05,1284.32
12,8,0.0316667,8.28897e-05,1340.71
12,8,0.0333333,6.44076e-05,1570.7
12,8,0.035,0.000108997,1308.1
12,8,0.0366667,7.91843e-05,1517.55
12,8,0.0383333,0.000111876,1108.66
12,8,0.04,7.62998e-05,866.371
12,8,0.0416667,0.0001032,1511.36
12,8,0.0433333,7.64666e-05,1063.23
12,8,0.045,6.71235e-05,1442.61
12,8,0.0466667,0.000120252,1685.63
12,8,0.0483333,0.000143513,1508.52
12,8,0.05,0.000131069,1411.89
12,8,0,0,1388.25
12,8,0.00166667,4.8475e-06,1816.6
12,8,0.00333333,1.04945e-05,1730.99
12,8,0.005,1.0561e-05,1213.77
12,8,0.00666667,1.97172e-05,1402.22
12,8,0.00833333,1.59579e-05,1525.26
12,8,0.01,3.07928e-05,1452.71
12,8,0.0116667,2.05543e-05,1451.14
12,8,0.0133333,3.25435e-05,965.597
12,8,0.015,3.41673e-05,1154.66
12,8,0.0166667,4.15784e-05,1717.9
12,8,0.0183333,5.06455e-05,2094.28
12,8,0.02,5.90044e-05,1934.64
12,8,0.0216667,4.31748e-05,1600.78
12,8,0.0233333,0.000102544,1621.61
12,8,0.025,8.49803e-05,1808.8
12,8,0.0266667,7.0357e-05,1346.05
12,8,0.0283333,0.000107257,1764.33
12,8,0.03,5.52801e-05,1412.36
12,8,0.0316667,7.22217e-05,1564.18
12,8,0.0333333,6.67899e-05,1267.58
12,8,0.035,8.10927e-05,1044.79
12,8,0.0366667,7.64193e-05,1454.54
12,8,0.0383333,9.45816e-05,1771.89
12,8,0.04,0.00015134,1603.61
12,8,0.0416667,9.66813e-05,1371.63
12,8,0.0433333,0.000147112,2046.9
12,8,0.045,9.63392e-05,1426.29
12,8,0.0466667,0.000116652,1730.94
12,8,0.0483333,0.000141403,1325.3
12,8,0.05,0.000131763,963.459
12,8,0,0,1643.19
12,8,0.00166667,4.72895e-06,1609.87
12,8,0.00333333,1.16665e-05,1219.7
12,8,0.005,1.12467e-05,1933.88
12,8,0.00666667,1.64746e-05,1676.35
12,8,0.00833333,2.26752e-05,1880.59
12,8,0.01,2.14032e-05,1683.16
12,8,0.0116667,2.36751e-05,1238.25
12,8,0.0133333,2.40568e-05,1685.87
12,8,0.015,3.13597e-05,1274.46
12,8,0.0166667,3.80398e-05,1574.25
12,8,0.0183333,3.87624e-05,1996.97
12,8,0.02,4.43437e-05,1619.9
12,8,0.0216667,3.97717e-05,1310.98
12,8,0.0233333,5.07136e-05,1456.9
12,8,0.025,4.65767e-05,1708.12
12,8,0.0266667,4.66826e-05,1344
12,8,0.0283333,7.29122e-05,1527.27
12,8,0.03,7.08116e-05,1400.18
12,8,0.0316667,9.63831e-05,1465.96
12,8,0.0333333,5.77616e-05,1458.49
12,8,0.035,0.000124532,1855.36
12,8,0.0366667,6.73375e-05,1449.03
12,8,0.0383333,7.66156e-05,1373.23
12,8,0.04,9.62088e-05,1311.28
12,8,0.0416667,9.15036e-05,1806.52
12,8,0.0433333,9.33742e-05,1327.01
12,8,0.045,9.78205e-05,1616.7
12,8,0.0466667,0.000134992,1443.17
12,8,0.0483333,9.63689e-05,1266.39
12,8,0.05,9.86067e-05,1449.33
12,8,0,0,1515.24
12,8,0.00166667,3.17409e-06,1787.21
12,8,0.00333333,7.4367e-06,1507.9
12,8,0.005,8.11838e-06,1291.27
12,8,0.00666667,1.21928e-05,1331.69
12,8,0.00833333,3.66591e-05,1664.49
12,8,0.01,2.56238e-05,1607.65
12,8,0.0116667,2.38921e-05,1810.36
12,8,0.0133333,3.07012e-05,1573.93
12,8,0.015,3.45812e-05,1868.97
12,8,0.0166667,3.28503e-05,1691.9
12,8,0.0183333,3.46507e-05,1363.12
12,8,0.02,5.30627e-05,1385.37
12,8,0.0216667,4.98584e-05,1759.76
12,8,0.0233333,5.81461e-05,1578.27
12,8,0.025,7.67182e-05,1212.47
12,8,0.0266667,4.89961e-05,1760.01
12,8,0.0283333,9.30593e-05,1421.7
12,8,0.03,7.76509e-05,1451.82
12,8,0.0316667,5.76066e-05,1377.92
12,8,0.0333333,0.000110207,1414.3
12,8,0.035,6.25328e-05,1344.54
12,8,0.0366667,7.04381e-05,1278.6
12,8,0.0383333,8.1495e-05,1474.28
12,8,0.04,0.000101359,1728.17
12,8,0.0416667,0.000139869,1570.52
12,8,0.0433333,0.000155656,1680.78
12,8,0.045,8.64052e-05,1855.4
12,8,0.0466667,9.07364e-05,1937.91
12,8,0.0483333,0.000102081,1771.85
12,8,0.05,0.000123379,1433.93
12,8,0,0,1102.66
12,8,0.00166667,3.43997e-06,1774.64
12,8,0.00333333,7.61912e-06,1691.02
12,8,0.005,1.48958e-05,1269.63
12,8,0.00666667,1.10184e-05,1384.21
12,8,0.00833333,1.54248e-05,1710.24
12,8,0.01,3.20322e-05,1716.12
12,8,0.0116667,5.19393e-05,1463.64
12,8,0.0133333,2.78943e-05,1726.73
12,8,0.015,3.89443e-05,1177.66
12,8,0.0166667,2.79773e-05,1311.84
12,8,0.0183333,4.7616e-05,1377.09
12,8,0.02,8.38847e-05,1719.93
12,8,0.0216667,6.3604e-05,1599.95
12,8,0.0233333,6.22519e-05,1419.44
12,8,0.025,5.30965e-05,2024.11
12,8,0.0266667,6.96384e-05,1753.7
12,8,0.0283333,5.89188e-05,1334.42
12,8,0.03,6.41122e-05,1400.16
12,8,0.0316667,7.12056e-05,1560.12
12,8,0.0333333,8.3483e-05,1410.05
12,8,0.035,8.42845e-05,1101.81
12,8,0.0366667,5.72009e-05,1305.54
12,8,0.0383333,7.48788e-05,1776.9
12,8,0.04,0.000109511,1844.89
12,8,0.0416667,0.000117135,1834.64
12,8,0.0433333,0.000162138,1469.38
12,8,0.045,9.09274e-05,1443.13
12,8,0.0466667,0.000169986,1731.39
12,8,0.0483333,0.000190382,1654.73
12,8,0.05,9.72737e-05,1715.35
15,9,0,0,1573.12
15,9,0.00166667,9.14672e-06,2100.75
15,9,0.00333333,7.92395e-06,1332.14
15,9,0.005,9.47811e-06,1055.88
15,9,0.00666667,1.45513e-05,1949.5
15,9,0.00833333,1.49909e-05,1382.31
15,9,0.01,1.76343e-05,1700.72
15,9,0.0116667,2.53616e-05,1844.77
15,9,0.0133333,3.91902e-05,1565.75
15,9,0.015,3.8788e-05,1351.59
15,9,0.0166667,4.00465e-05,1702.3
15,9,0.0183333,4.02877e-05,1952.95
15,9,0.02,3.97055e-05,1572.86
15,9,0.0216667,4.91263e-05,1805.82
15,9,0.0233333,7.13149e-05,1828.75
15,9,0.025,6.04691e-05,1863.66
15,9,0.0266667,4.94175e-05,1700.06
15,9,0.0283333,6.71786e-05,1375.34
15,9,0.03,9.41811e-05,2016.73
15,9,0.0316667,7.34509e-05,1802.92
15,9,0.0333333,6.55894e-05,1204.23
15,9,0.035,0.000125478,1590.17
15,9,0.0366667,7.67913e-05,1980.39
15,9,0.0383333,7.81788e-05,1909.75
15,9,0.04,0.000131478,1511.74
15,9,0.0416667,0.000105054,1074.55
15,9,0.0433333,0.000219064,1702.2
15,9,0.045,0.000126525,1664.82
15,9,0.0466667,0.000108878,1900.39
15,9,0.0483333,0.00029237,1554.95
15,9,0.05,0.000159433,1370.09
15,9,0,0,1177.2
15,9,0.00166667,3.16767e-06,1584.5
15,9,0.00333333,9.74915e-06,1844.02
15,9,0.005,1.29155e-05,1433.46
15,9,0.00666667,2.09545e-05,1798.37
15,9,0.00833333,1.80317e-05,1635.96
15,9,0.01,2.59528e-05,1502.66
15,9,0.0116667,2.42699e-05,1650.3
15,9,0.0133333,3.7526e-05,1326.5
15,9,0.015,5.20914e-05,1557.67
15,9,0.0166667,3.61317e-05,1421.06
15,9,0.0183333,4.46653e-05,1312.88
15,9,0.02,6.0914e-05,1292.39
15,9,0.0216667,4.65357e-05,1307.94
15,9,0.0233333,5.67589e-05,1464.43
15,9,0.025,5.83424e-05,1979.39
15,9,0.0266667,6.19219e-05,1756.34
15,9,0.0283333,6.95574e-05,1744.19
15,9,0.03,7.37632e-05,1859.36
15,9,0.0316667,7.92689e-05,2066.24
15,9,0.0333333,9.19925e-05,1616.03
15,9,0.035,7.62603e-05,1594.37
15,9,0.0366667,0.000122696,1769.22
15,9,0.0383333,7.99641e-05,1402.97
15,9,0.04,8.92255e-05,1858.45
15,9,0.0416667,9.96222e-05,1750.76
15,9,0.0433333,0.000153822,1595.79
15,9,0.045,0.00016306,1330.63
15,9,0.0466667,9.3094e-05,1412.66
15,9,0.0483333,0.000104783,1421.07
15,9,0.05,0.000127633,1874.47
15,9,0,0,2065.23
15,9,0.00166667,3.88155e-06,1852.86
15,9,0.00333333,6.32668e-06,1732.45
15,9,0.005,1.2906e-05,1479.62
15,9,0.00666667,1.27336e-05,1135.53
15,9,0.00833333,1.45578e-05,1230.12
15,9,0.01,2.50931e-05,1580.32
15,9,0.0116667,2.00158e-05,1443.78
15,9,0.0133333,3.97413e-05,1811.6
15,9,0.015,2.92443e-05,1564.41
15,9,0.0166667,3.80121e-05,1842.93
15,9,0.0183333,3.48814e-05,1325.06
15,9,0.02,4.59342e-05,1655.98
15,9,0.0216667,7.05409e-05,1515.78
15,9,0.0233333,7.91104e-05,1213.25
15,9,0.025,5.07522e-05,1433.74
15,9,0.0266667,5.80922e-05,1937.52
15,9,0.0283333,6.58453e-05,1983.39
15,9,0.03,8.03565e-05,1593.35
15,9,0.0316667,6.65195e-05,1305.16
15,9,0.0333333,6.52525e-05,1815.71
15,9,0.035,8.04302e-05,2413.1
15,9,0.0366667,7.09701e-05,1400.85
15,9,0.0383333,9.51338e-05,1631.13
15,9,0.04,9.48395e-05,1074.38
15,9,0.0416667,9.08194e-05,1562.89
15,9,0.0433333,8.9501e-05,1818.97
15,9,0.045,9.12566e-05,2133.02
15,9,0.0466667,7.82995e-05,1598.74
15,9,0.0483333,9.95395e-05,1679.29
15,9,0.05,0.000134648,2007.97
15,9,0,0,2051.04
15,9,0.00166667,3.75482e-06,1895.02
15,9,0.00333333,7.67966e-06,1183.14
15,9,0.005,1.02509e-05,1465.74
15,9,0.00666667,1.48545e-05,1497.41
15,9,0.00833333,1.63335e-05,1873.68
15,9,0.01,2.03729e-05,1495.31
15,9,0.0116667,2.70998e-05,1663.7
15,9,0.0133333,3.4052e-05,1604.59
15,9,0.015,4.10818e-05,1691.21
15,9,0.0166667,4.47741e-05,1594.08
15,9,0.0183333,6.39848e-05,1821.24
15,9,0.02,4.44588e-05,2149.3
15,9,0.0216667,6.20021e-05,1565.18
15,9,0.0233333,3.98489e-05,1527.38
15,9,0.025,5.76681e-05,1444.54
15,9,0.0266667,8.52177e-05,1710.87
15,9,0.0283333,7.05526e-05,1451.51
15,9,0.03,8.3507e-05,1818.35
15,9,0.0316667,5.32541e-05,1215.01
15,9,0.0333333,5.97042e-05,1392.42
15,9,0.035,9.518e-05,1646.78
15,9,0.0366667,8.71691e-05,1982.38
15,9,0.0383333,8.85793e-05,1922.47
15,9,0.04,8.68909e-05,1910.96
15,9,0.0416667,9.34508e-05,1732.91
15,9,0.0433333,0.00011716,1734.14
15,9,0.045,9.5235e-05,1429.78
15,9,0.0466667,0.000114734,1943.52
15,9,0.0483333,0.000100733,1538.57
15,9,0.05,0.000137358,1877.11
15,9,0,0,1454.76
15,9,0.00166667,4.41693e-06,1318.91
15,9,0.00333333,6.52165e-06,1547.75
15,9,0.005,1.21215e-05,1239.44
15,9,0.00666667,1.52806e-05,1562.62
15,9,0.00833333,1.87366e-05,1783.82
15,9,0.01,2.30031e-05,1389.39
15,9,0.0116667,3.15032e-05,1933.88
15,9,0.0133333,2.39572e-05,1635.02
15,9,0.015,5.65158e-05,1377.6
