rows,cols,noise,error,expected mag
15,9,0.0166667,2.83032e-05,1507.09
15,9,0.0183333,4.06e-05,1671.87
15,9,0.02,4.46703e-05,1419.85
15,9,0.0216667,4.349e-05,1317.02
15,9,0.0233333,4.76893e-05,1677.59
15,9,0.025,4.82496e-05,1335.89
15,9,0.0266667,0.00010512,1232.25
15,9,0.0283333,5.36127e-05,1791.54
15,9,0.03,6.10992e-05,1131.77
15,9,0.0316667,6.32596e-05,1831
15,9,0.0333333,7.29252e-05,1752.94
15,9,0.035,6.79224e-05,1372.18
15,9,0.0366667,7.06247e-05,1665.84
15,9,0.0383333,0.000137171,1313.71
15,9,0.04,9.10875e-05,1777.6
15,9,0.0416667,0.000108989,1786.39
15,9,0.0433333,9.6366e-05,1298.97
15,9,0.045,8.99906e-05,1480.83
15,9,0.0466667,0.000102276,1720.16
15,9,0.0483333,0.000128662,1746.51
15,9,0.05,9.06231e-05,1373.39
15,9,0,0,1556.72
15,9,0.00166667,3.09725e-06,1797.25
15,9,0.00333333,9.69901e-06,1912.43
15,9,0.005,1.1141e-05,2023.58
15,9,0.00666667,1.61934e-05,1507.71
15,9,0.00833333,1.88732e-05,1548.85
15,9,0.01,2.10333e-05,1334.63
15,9,0.0116667,3.74014e-05,1846.78
15,9,0.0133333,3.22784e-05,1843.03
15,9,0.015,3.72858e-05,1610.65
15,9,0.0166667,4.17519e-05,1790.56
15,9,0.0183333,4.2525e-05,1689.54
15,9,0.02,3.60964e-05,1625.47
15,9,0.0216667,4.53243e-05,1699.96
15,9,0.0233333,5.53837e-05,975.708
15,9,0.025,8.15869e-05,1493.51
15,9,0.0266667,5.44061e-05,1995.02
15,9,0.0283333,6.4438e-05,1113.16
15,9,0.03,6.7614e-05,1437.44
15,9,0.0316667,8.19884e-05,2048.39
15,9,0.0333333,9.25967e-05,1775.04
15,9,0.035,0.000125907,1626.63
15,9,0.0366667,6.02615e-05,1536.34
15,9,0.0383333,8.29886e-05,1455.63
15,9,0.04,0.000102071,1678.49
15,9,0.0416667,0.000158303,2053.28
15,9,0.0433333,9.23175e-05,2135.29
15,9,0.045,0.000111041,1412.93
15,9,0.0466667,0.000117739,1279.49
15,9,0.0483333,0.000137227,1190.13
15,9,0.05,0.000111523,1370.31
15,9,0,0,1562.85
15,9,0.00166667,5.18278e-06,1497.22
15,9,0.00333333,8.98525e-06,1691.17
15,9,0.005,1.18241e-05,1521.78
15,9,0.00666667,1.69829e-05,922.215
15,9,0.00833333,1.89429e-05,1758.28
15,9,0.01,2.27876e-05,830.188
15,9,0.0116667,4.27837e-05,1841.9
15,9,0.0133333,3.77205e-05,1757.69
15,9,0.015,2.79043e-05,1425.76
15,9,0.0166667,2.98872e-05,1512.89
15,9,0.0183333,3.78449e-05,1745.19
15,9,0.02,4.47203e-05,1712.38
15,9,0.0216667,7.64812e-05,1858.92
15,9,0.0233333,5.20812e-05,1416.9
15,9,0.025,5.05397e-05,1497.92
15,9,0.0266667,7.94945e-05,1701.51
15,9,0.0283333,7.87488e-05,1334.95
15,9,0.03,0.000108548,1806.25
15,9,0.0316667,6.74342e-05,2117.13
15,9,0.0333333,7.72003e-05,1366.69
15,9,0.035,5.83584e-05,1584.1
15,9,0.0366667,9.64799e-05,1903.68
15,9,0.0383333,9.88917e-05,1373.89
15,9,0.04,9.63762e-05,1657.03
15,9,0.0416667,8.62455e-05,1619
15,9,0.0433333,9.33877e-05,1371.32
15,9,0.045,0.000120138,1839.32
15,9,0.0466667,8.45362e-05,1576.81
15,9,0.0483333,0.000119706,1692.59
15,9,0.05,0.000160933,1563.26
15,9,0,0,1286.21
15,9,0.00166667,3.19415e-06,1889.9
15,9,0.00333333,8.19312e-06,1952.52
15,9,0.005,1.04338e-05,1519.61
15,9,0.00666667,1.82555e-05,1600.02
15,9,0.00833333,1.57953e-05,1762.01
15,9,0.01,2.28157e-05,1712.77
15,9,0.0116667,3.9508e-05,1452.31
15,9,0.0133333,5.05491e-05,1811.08
15,9,0.015,3.2789e-05,1731.85
15,9,0.0166667,4.195e-05,1498.72
15,9,0.0183333,3.78127e-05,1973.18
15,9,0.02,3.81682e-05,1484.18
15,9,0.0216667,6.16136e-05,1759.12
15,9,0.0233333,4.58812e-05,1733.44
15,9,0.025,6.36476e-05,1435.77
15,9,0.0266667,5.11565e-05,1308.96
15,9,0.0283333,8.15253e-05,1772.63
15,9,0.03,8.05506e-05,2019.93
15,9,0.0316667,8.59038e-05,2050.18
15,9,0.0333333,7.90998e-05,1630.21
15,9,0.035,7.97597e-05,1449.62
15,9,0.0366667,8.72514e-05,1594.54
15,9,0.0383333,8.81056e-05,1609.69
15,9,0.04,8.85457e-05,1949.08
15,9,0.0416667,9.1181e-05,1436.77
15,9,0.0433333,9.29268e-05,1105.69
15,9,0.045,9.79445e-05,1744.66
15,9,0.0466667,8.66825e-05,1338.81
15,9,0.0483333,0.000128139,1408.96
15,9,0.05,0.000107954,1670.56
15,9,0,0,1725.2
15,9,0.00166667,3.54843e-06,1586.47
15,9,0.00333333,6.36373e-06,1614.16
15,9,0.005,1.5659e-05,1618.31
15,9,0.00666667,1.32913e-05,1247.54
15,9,0.00833333,1.83365e-05,1194.6
15,9,0.01,2.28162e-05,1606.46
15,9,0.0116667,2.16418e-05,1583.6
15,9,0.0133333,2.82785e-05,858.688
15,9,0.015,2.5153e-05,1808.49
15,9,0.0166667,3.72998e-05,1753.41
15,9,0.0183333,3.40764e-05,1262.62
15,9,0.02,4.94281e-05,1773.65
15,9,0.0216667,5.65124e-05,1317.81
15,9,0.0233333,4.97188e-05,1437.9
15,9,0.025,8.22972e-05,1559.94
15,9,0.0266667,4.86843e-05,913.155
15,9,0.0283333,7.83249e-05,1694.66
15,9,0.03,8.96237e-05,1676.2
15,9,0.0316667,7.18013e-05,1779.11
15,9,0.0333333,8.67924e-05,1836.24
15,9,0.035,8.48329e-05,1821.25
15,9,0.0366667,7.96943e-05,1434.96
15,9,0.0383333,7.28898e-05,1471.7
15,9,0.04,0.000131697,1138.57
15,9,0.0416667,7.92095e-05,1887.3
15,9,0.0433333,0.000101514,1462.16
15,9,0.045,0.000128037,1220.56
15,9,0.0466667,8.73203e-05,967.944
15,9,0.0483333,0.000104834,1540.24
15,9,0.05,8.93784e-05,1588.84
15,9,0,0,1266.95
15,9,0.00166667,3.09677e-06,1997.29
15,9,0.00333333,1.07566e-05,1996.4
15,9,0.005,1.41992e-05,1370.21
15,9,0.00666667,1.38375e-05,1422.76
15,9,0.00833333,2.21856e-05,2114.26
15,9,0.01,3.08479e-05,1909.64
15,9,0.0116667,2.51233e-05,1661.93
15,9,0.0133333,2.8998e-05,1969.33
15,9,0.015,3.35518e-05,1380.73
15,9,0.0166667,3.94045e-05,1520.33
15,9,0.0183333,3.90264e-05,1800.22
15,9,0.02,4.24932e-05,1930.38
15,9,0.0216667,4.68555e-05,1504.86
15,9,0.0233333,4.45198e-05,1954.64
15,9,0.025,7.63603e-05,2022.76
15,9,0.0266667,6.0472e-05,2130.08
15,9,0.0283333,6.33592e-05,1919.83
15,9,0.03,5.83783e-05,1413.21
15,9,0.0316667,6.53638e-05,1684.8
15,9,0.0333333,7.05417e-05,1817.05
15,9,0.035,9.86199e-05,1589.42
15,9,0.0366667,8.78412e-05,1707.36
15,9,0.0383333,8.10125e-05,1873.87
15,9,0.04,8.32091e-05,1550.88
15,9,0.0416667,9.29887e-05,1532.68
15,9,0.0433333,8.92994e-05,1637.7
15,9,0.045,0.000108907,1752.52
15,9,0.0466667,0.000107542,1707.57
15,9,0.0483333,9.78684e-05,1417.29
15,9,0.05,0.000140135,1674.6
15,10,0,0,1715.88
15,10,0.00166667,5.21911e-06,1317.38
15,10,0.00333333,6.27212e-06,1347.27
15,10,0.005,1.09176e-05,1157.29
15,10,0.00666667,1.58958e-05,1918.01
15,10,0.00833333,2.40068e-05,1442.03
15,10,0.01,2.40525e-05,1906.91
15,10,0.0116667,2.94245e-05,2100.87
15,10,0.0133333,3.534e-05,1823.03
15,10,0.015,3.71669e-05,1302.14
15,10,0.0166667,4.07729e-05,1152.76
15,10,0.0183333,4.07594e-05,1683.32
15,10,0.02,4.14918e-05,1530.39
15,10,0.0216667,5.71098e-05,1093.44
15,10,0.0233333,4.38078e-05,1797.42
15,10,0.025,7.18846e-05,1284.29
15,10,0.0266667,7.30797e-05,1894.74
15,10,0.0283333,0.000125824,2034.05
15,10,0.03,8.00123e-05,1887.06
15,10,0.0316667,7.19642e-05,1940.4
15,10,0.0333333,6.66135e-05,1545.93
15,10,0.035,9.53656e-05,1412.22
15,10,0.0366667,7.34843e-05,1833.56
15,10,0.0383333,0.000130395,1492.85
15,10,0.04,9.69994e-05,1714.52
15,10,0.0416667,0.000114031,1916.31
15,10,0.0433333,0.000126312,1690
15,10,0.045,0.00014662,1767.15
15,10,0.0466667,0.000118371,1977.39
15,10,0.0483333,0.000171092,1667.91
15,10,0.05,9.95194e-05,1327.17
15,10,0,0,2314.02
15,10,0.00166667,5.4248e-06,1925.83
15,10,0.00333333,1.07795e-05,1661.32
15,10,0.005,1.10781e-05,1545.31
15,10,0.00666667,1.64046e-05,1737.81
15,10,0.00833333,1.5193e-05,1504.9
15,10,0.01,4.12437e-05,1782.83
15,10,0.0116667,2.43631e-05,1590.18
15,10,0.0133333,4.25631e-05,1653.53
15,10,0.015,3.78031e-05,1716.54
15,10,0.0166667,3.28779e-05,1470.87
15,10,0.0183333,3.13319e-05,1206.43
15,10,0.02,5.49197e-05,1239.58
15,10,0.0216667,6.05602e-05,1715.17
15,10,0.0233333,4.17924e-05,1670.42
15,10,0.025,5.55234e-05,1620.01
15,10,0.0266667,5.32479e-05,2010.37
15,10,0.0283333,6.56767e-05,1765.21
15,10,0.03,8.1605e-05,1549.6
15,10,0.0316667,9.53254e-05,1572.69
15,10,0.0333333,6.46362e-05,1474.25
15,10,0.035,9.11701e-05,1565.45
15,10,0.0366667,7.7504e-05,1845.03
15,10,0.0383333,6.60246e-05,1562.55
15,10,0.04,0.000102747,1763.15
15,10,0.0416667,0.000100669,1813.16
15,10,0.0433333,9.72589e-05,2155.18
15,10,0.045,0.000144071,1462.81
15,10,0.0466667,0.000122084,2227.7
15,10,0.0483333,9.52547e-05,1894.06
15,10,0.05,9.58577e-05,1652.01
15,10,0,0,1308.17
15,10,0.00166667,5.28089e-06,1787.45
15,10,0.00333333,8.21857e-06,2110.13
15,10,0.005,1.34871e-05,1735.24
15,10,0.00666667,1.89827e-05,1283.78
15,10,0.00833333,1.67608e-05,1725.15
15,10,0.01,2.77116e-05,1978.19
15,10,0.0116667,2.61981e-05,1854.61
15,10,0.0133333,2.67028e-05,1870.61
15,10,0.015,2.99029e-05,1638.47
15,10,0.0166667,4.10262e-05,1814.43
15,10,0.0183333,4.44379e-05,2018.91
15,10,0.02,3.74695e-05,1149.31
15,10,0.0216667,4.03899e-05,1716.11
15,10,0.0233333,5.47566e-05,966.035
15,10,0.025,6.78375e-05,2238.96
15,10,0.0266667,9.28767e-05,1645.89
15,10,0.0283333,8.45035e-05,1521.47
15,10,0.03,5.44168e-05,1693.83
15,10,0.0316667,0.000137375,1756.87
15,10,0.0333333,9.28038e-05,1543.04
15,10,0.035,9.89092e-05,1708.5
15,10,0.0366667,9.12187e-05,1936.18
15,10,0.0383333,0.000113722,1971.79
15,10,0.04,0.000114381,2096.65
15,10,0.0416667,0.000111434,1734.43
15,10,0.0433333,9.2072e-05,1342.33
15,10,0.045,0.000123896,1358.11
15,10,0.0466667,9.01806e-05,1734.98
15,10,0.0483333,0.000189329,2055.29
15,10,0.05,0.000103867,1814.74
15,10,0,0,1819.21
15,10,0.00166667,3.08236e-06,1572.26
15,10,0.00333333,7.30629e-06,1795.26
15,10,0.005,1.36807e-05,1547.67
15,10,0.00666667,1.76328e-05,1283.71
15,10,0.00833333,3.80828e-05,2039.56
15,10,0.01,2.38447e-05,940.14
15,10,0.0116667,2.88334e-05,1786.92
15,10,0.0133333,4.77678e-05,1171.39
15,10,0.015,3.44114e-05,1724.03
15,10,0.0166667,4.18832e-05,1390.73
15,10,0.0183333,3.89679e-05,1922.17
15,10,0.02,3.54867e-05,1439.12
15,10,0.0216667,5.93398e-05,1801.36
15,10,0.0233333,7.41335e-05,1620.8
15,10,0.025,5.53956e-05,1264.78
15,10,0.0266667,5.50487e-05,1762.36
15,10,0.0283333,5.94416e-05,1927.91
15,10,0.03,0.000103887,1635.26
15,10,0.0316667,5.56875e-05,1355.27
15,10,0.0333333,6.9495e-05,1820.27
15,10,0.035,7.4545e-05,1649.76
15,10,0.0366667,7.98027e-05,1915.45
15,10,0.0383333,7.48903e-05,1584.46
15,10,0.04,8.99784e-05,1498.22
15,10,0.0416667,8.98103e-05,1671.68
15,10,0.0433333,0.000107241,1125.7
15,10,0.045,0.000108351,1827.34
15,10,0.0466667,0.000135397,1720.01
15,10,0.0483333,0.000122771,2024.06
15,10,0.05,9.39511e-05,1721.46
15,10,0,0,1575.14
15,10,0.00166667,4.58297e-06,1730.4
15,10,0.00333333,1.17622e-05,2297.64
15,10,0.005,1.38168e-05,1530.04
15,10,0.00666667,1.33465e-05,1873.25
15,10,0.00833333,2.14877e-05,1428.28
15,10,0.01,2.07702e-05,1442.2
15,10,0.0116667,2.60624e-05,1553.51
15,10,0.0133333,6.0481e-05,1625.58
15,10,0.015,2.9908e-05,2083.62
15,10,0.0166667,4.24617e-05,1875.2
15,10,0.0183333,3.7971e-05,1706.14
15,10,0.02,7.43499e-05,1777.14
15,10,0.0216667,4.03386e-05,1882.63
15,10,0.0233333,5.90294e-05,1722.84
15,10,0.025,6.60765e-05,1895.92
15,10,0.0266667,6.32042e-05,1860.38
15,10,0.0283333,5.66683e-05,1839.69
15,10,0.03,6.35487e-05,2033.39
15,10,0.0316667,6.18596e-05,1615.69
15,10,0.0333333,7.82502e-05,1926.75
15,10,0.035,8.92638e-05,1618.98
15,10,0.0366667,0.000107043,1551.63
15,10,0.0383333,0.000147125,1892.24
15,10,0.04,0.000149848,2099.52
15,10,0.0416667,0.000103432,1760.36
15,10,0.0433333,8.7458e-05,1676.17
15,10,0.045,0.000113628,1709.97
15,10,0.0466667,0.000116115,1284.9
15,10,0.0483333,0.000101444,1564.17
15,10,0.05,0.000115089,1658.82
15,10,0,0,1560.25
15,10,0.00166667,4.52056e-06,1864.05
15,10,0.00333333,7.76422e-06,1252.89
15,10,0.005,1.87994e-05,1331.66
15,10,0.00666667,1.3913e-05,1969.38
15,10,0.00833333,1.71132e-05,1704.42
15,10,0.01,3.8575e-05,1451.06
15,10,0.0116667,4.06172e-05,1631.13
15,10,0.0133333,3.24578e-05,1612.59
15,10,0.015,2.95968e-05,1376.06
15,10,0.0166667,3.77741e-05,1282.8
15,10,0.0183333,3.45124e-05,1437.93
15,10,0.02,7.98583e-05,1683.54
15,10,0.0216667,5.08807e-05,1382.17
15,10,0.0233333,6.91355e-05,1632.65
15,10,0.025,6.01488e-05,2063.07
15,10,0.0266667,5.93744e-05,1730.42
15,10,0.0283333,5.87783e-05,1659.55
15,10,0.03,8.54892e-05,2282.99
15,10,0.0316667,7.83987e-05,1075.88
15,10,0.0333333,6.77246e-05,1477.48
15,10,0.035,7.5319e-05,1953.96
15,10,0.0366667,6.85471e-05,1979.63
15,10,0.0383333,8.18105e-05,1925.46
15,10,0.04,8.15822e-05,1827.97
15,10,0.0416667,0.000103425,1700.68
15,10,0.0433333,0.000110236,2000.36
15,10,0.045,0.000108701,1425.16
15,10,0.0466667,0.000166866,1494.99
15,10,0.0483333,0.000197456,1931.55
15,10,0.05,0.00010319,1748.17
15,10,0,0,1407.29
15,10,0.00166667,3.4805e-06,1663.77
15,10,0.00333333,8.94608e-06,1783.55
15,10,0.005,1.02792e-05,1555.27
15,10,0.00666667,1.47322e-05,1062.86
15,10,0.00833333,3.48708e-05,1817.7
15,10,0.01,2.21732e-05,2242.18
15,10,0.0116667,2.06565e-05,1529.62
15,10,0.0133333,3.35271e-05,1329.92
15,10,0.015,4.44401e-05,1696.74
15,10,0.0166667,3.38384e-05,1925.49
15,10,0.0183333,5.55989e-05,1658.83
15,10,0.02,4.10605e-05,1910.38
15,10,0.0216667,6.27333e-05,1778.69
15,10,0.0233333,4.96099e-05,1731.86
15,10,0.025,0.000108307,1662.04
15,10,0.0266667,5.58366e-05,1946.85
15,10,0.0283333,0.000107278,1498.84
15,10,0.03,9.97518e-05,1749.55
15,10,0.0316667,6.86683e-05,1475.43
15,10,0.0333333,6.36381e-05,1566.51
15,10,0.035,8.14484e-05,1963.91
15,10,0.0366667,8.84491e-05,1472.35
15,10,0.0383333,0.000112599,1907.94
15,10,0.04,0.000106874,1467.83
15,10,0.0416667,0.000153444,1895.97
15,10,0.0433333,0.000101254,1896.9
15,10,0.045,0.000150489,1569.48
15,10,0.0466667,0.000108767,1664.27
15,10,0.0483333,0.000100864,1646.12
15,10,0.05,0.000112727,1782.26
15,10,0,0,1604.81
15,10,0.00166667,4.74508e-06,1475.07
15,10,0.00333333,7.62846e-06,1743.11
15,10,0.005,1.14887e-05,1496.36
15,10,0.00666667,1.9098e-05,1872.87
15,10,0.00833333,1.86263e-05,1460.16
15,10,0.01,2.72317e-05,1529.41
15,10,0.0116667,2.57381e-05,1948.37
15,10,0.0133333,2.7834e-05,1777.98
15,10,0.015,3.84778e-05,2089.9
15,10,0.0166667,6.57384e-05,1263.83
15,10,0.0183333,4.31514e-05,1839.03
15,10,0.02,4.4013e-05,1749.11
15,10,0.0216667,4.38639e-05,1358.56
15,10,0.0233333,4.78932e-05,1306.58
15,10,0.025,5.0094e-05,1585.41
15,10,0.0266667,9.87848e-05,1781.35
15,10,0.0283333,4.81038e-05,1481.99
15,10,0.03,5.70131e-05,1773.74
15,10,0.0316667,0.000100945,1722.04
15,10,0.0333333,0.000115786,1735.79
15,10,0.035,0.000121052,1618.25
15,10,0.0366667,9.67624e-05,1531.47
15,10,0.0383333,8.55023e-05,1777.2
15,10,0.04,8.08012e-05,1618.37
15,10,0.0416667,9.92721e-05,1791.25
15,10,0.0433333,9.81734e-05,1241.2
15,10,0.045,0.000106724,1832.68
15,10,0.0466667,0.000104377,1726.9
15,10,0.0483333,0.00010352,2039.48
15,10,0.05,0.000109313,1398.66
15,10,0,0,1901.48
15,10,0.00166667,4.459e-06,2376.93
15,10,0.00333333,7.78514e-06,1351.19
15,10,0.005,1.06268e-05,1434.89
15,10,0.00666667,2.40612e-05,1637.79
15,10,0.00833333,1.62029e-05,1528.04
15,10,0.01,2.45292e-05,1940.78
15,10,0.0116667,2.75815e-05,2145.94
15,10,0.0133333,3.84634e-05,1766.55
15,10,0.015,5.83538e-05,1493.69
15,10,0.0166667,5.10226e-05,1443.36
15,10,0.0183333,5.31541e-05,1629.55
15,10,0.02,5.10848e-05,2083.12
15,10,0.0216667,4.65702e-05,1651.28
15,10,0.0233333,4.81122e-05,1582.74
15,10,0.025,0.000105055,2062.56
15,10,0.0266667,9.75454e-05,1370.16
15,10,0.0283333,7.52832e-05,1886.69
15,10,0.03,7.00662e-05,1906.22
15,10,0.0316667,7.25501e-05,1532.9
15,10,0.0333333,7.40496e-05,1955.42
15,10,0.035,9.40935e-05,1697.18
15,10,0.0366667,6.76964e-05,1818.5
15,10,0.0383333,9.6499e-05,1570.51
15,10,0.04,9.06428e-05,1873.4
15,10,0.0416667,0.000103063,1428.5
15,10,0.0433333,0.000193947,1921.46
15,10,0.045,0.000100983,1400
15,10,0.0466667,0.00012405,1919.03
15,10,0.0483333,0.000104935,1662.62
15,10,0.05,0.000152428,1882.29
15,10,0,0,1707.25
15,10,0.00166667,3.60589e-06,1218.93
15,10,0.00333333,1.01394e-05,1966.26
15,10,0.005,1.0912e-05,1692.63
15,10,0.00666667,1.74627e-05,1855.91
15,10,0.00833333,2.37419e-05,1872.15
15,10,0.01,1.96177e-05,1648.32
15,10,0.0116667,3.09594e-05,2097.72
15,10,0.0133333,4.8512e-05,1531.85
15,10,0.015,2.77021e-05,1380.62
15,10,0.0166667,4.64787e-05,1639.08
15,10,0.0183333,4.94036e-05,1668.97
15,10,0.02,6.43899e-05,1427.77
15,10,0.0216667,4.59043e-05,1562.47
15,10,0.0233333,5.15373e-05,1871.26
15,10,0.025,7.27864e-05,1903.25
15,10,0.0266667,5.70291e-05,1534.7
15,10,0.0283333,6.40763e-05,1489.2
15,10,0.03,8.26876e-05,1286.55
15,10,0.0316667,0.000318459,1789.5
15,10,0.0333333,7.42545e-05,1962.4
15,10,0.035,0.000103161,1840.76
15,10,0.0366667,8.82049e-05,1602.93
15,10,0.0383333,8.90447e-05,1987.27
15,10,0.04,0.000163842,1847.08
15,10,0.0416667,0.000104908,1551.16
15,10,0.0433333,0.000145169,1732.59
15,10,0.045,0.000122371,1896.22
15,10,0.0466667,0.000122387,1613.85
15,10,0.0483333,0.000151468,2049.31
15,10,0.05,0.000166252,2100.18
